review_name,review_name_url,review_short_review,review_short_review_url,review_place_and_date,review_full_review,review_rating,review_rating_url
Maddy,https://www.amazon.com/gp/profile/amzn1.account.AHGPOVSQ6WZFYNX5DTHOLFKPYFPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great Product,https://www.amazon.com/gp/customer-reviews/R318BVP77ALEI6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 9, 2021",Great value and works well!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R318BVP77ALEI6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Ana gerardo,https://www.amazon.com/gp/profile/amzn1.account.AH44QUJOS2PYUE2HG5KLRZ3HIYGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Fast,https://www.amazon.com/gp/customer-reviews/R43Y9SZSQM0FK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 21, 2020",Very good,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R43Y9SZSQM0FK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
MBAB,https://www.amazon.com/gp/profile/amzn1.account.AEAQEARPR3IDBPUZ4Z5MRCEDL3YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,This glue gun has a defect.,https://www.amazon.com/gp/customer-reviews/R1NRDBQ9UFXKCF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 5, 2022",It doesn't hold the glue sticks well and you can't use a whole glue stick without pushing it yourself or adding a second one before there is enough room for it. Messy. Super messy.,1.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1NRDBQ9UFXKCF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Sarah b,https://www.amazon.com/gp/profile/amzn1.account.AG3YAGAUBN7WA46Q4F6446EJ44NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good Value,https://www.amazon.com/gp/customer-reviews/R24QAYQYF32T2Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 17, 2020",This is a great little hot glue gun for the price.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R24QAYQYF32T2Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Jackelyn Dorado,https://www.amazon.com/gp/profile/amzn1.account.AFHWTXC3FZ272OFPCJJPMJ35AERQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Christmas gift for my 7 year old nephew,https://www.amazon.com/gp/customer-reviews/R2SFSOZIO8UGKD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 9, 2020",My nephew has been wanting a glue gun for the house so we can “make puppets” and was extremely excited and grateful to revive this one that I bought him for a Christmas.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2SFSOZIO8UGKD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
melissa edwards,https://www.amazon.com/gp/profile/amzn1.account.AH5HJG2QFE5D2NZGLGIVQKQMC77A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good brand. good price.,https://www.amazon.com/gp/customer-reviews/RXML08Q6BIYB6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 28, 2019","The last one I had from this brand lasted me about 5 years, it finally died last week, need it for the upcoming holidays! It's a Great little glue gun ❤️ very durable and handy",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RXML08Q6BIYB6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Robert A. Padgug,https://www.amazon.com/gp/profile/amzn1.account.AHC2IAG3YZBBAAYT2RIKQJVT275A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great value.,https://www.amazon.com/gp/customer-reviews/R198ODFBLVQVLC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 10, 2020",Very inexpensive. Easy to use. Especially liked trigger to advance glue stick. So much easier than my old glue gun.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R198ODFBLVQVLC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Jan ONeil,https://www.amazon.com/gp/profile/amzn1.account.AENUJ2LWZ6XKV34AXK5GWBZBWAEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works well,https://www.amazon.com/gp/customer-reviews/R3DCOG8ZQKLFJH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 21, 2020",Nice little glue gun for the money. Works well.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3DCOG8ZQKLFJH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Ashley Vaughn,https://www.amazon.com/gp/profile/amzn1.account.AF6LTWXCT7PC3DX4PX7Y6FNS26TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,I like this glue gun.,https://www.amazon.com/gp/customer-reviews/R3C4Z8GALNHNSV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 9, 2020",It heats rather quickly and works perfectly. So far no burns!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3C4Z8GALNHNSV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Kimberly Henning,https://www.amazon.com/gp/profile/amzn1.account.AFHVEXEOZE6ECUKORN4JRXMQWZ7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good bargain,https://www.amazon.com/gp/customer-reviews/R3ONMU4TT7TVES/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 6, 2020",Hoping these will work for the felt puppets at my daughters 5th bday.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3ONMU4TT7TVES/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Jake Lewellyn,https://www.amazon.com/gp/profile/amzn1.account.AFWR2G45CQ6BGR4E3N7DGAZ4D5HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great glue gun for the price.,https://www.amazon.com/gp/customer-reviews/R3FO714NKVWTOD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 7, 2020",Perfect for what I needed it for. It was really easy to control the flow of the glue. It fits fine in my hand and I have larger than average hands.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3FO714NKVWTOD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Diane Murillo,https://www.amazon.com/gp/profile/amzn1.account.AGJ6IXG7ZOEPPDQTVAKT4GGGD5JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Worth buying. Its handy, and fun.",https://www.amazon.com/gp/customer-reviews/R1C8S53HJVQ04/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 27, 2019",I love it so far. No complaints.,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1C8S53HJVQ04/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Kimberly,https://www.amazon.com/gp/profile/amzn1.account.AGJAXZJBPMED6AKST7NSBOWBESCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good,https://www.amazon.com/gp/customer-reviews/RQ57JW0FL143L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 24, 2020",Cuteness! So small but works good for little money,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RQ57JW0FL143L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Chris,https://www.amazon.com/gp/profile/amzn1.account.AESZXJBAZC3AZQ2GTCDET7UBUQJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Useful,https://www.amazon.com/gp/customer-reviews/RQ6KX1CF0I1CW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 6, 2021",Very handy,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RQ6KX1CF0I1CW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Bob 36,https://www.amazon.com/gp/profile/amzn1.account.AH5FNQP3HSM34VE3CK2SJXKSO23A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It dosent drip.,https://www.amazon.com/gp/customer-reviews/R1J2L6VXI1AY22/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 4, 2019","The gun works as a hot glue gun should. Unlike mo old, larger glue gun, it does not "" dribble "" constantly when set up on its stand. Good gun for the money.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1J2L6VXI1AY22/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Janice Libby,https://www.amazon.com/gp/profile/amzn1.account.AFWTTYLWTLFH7VZOEM7YSQ2H5HVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Easy to use,https://www.amazon.com/gp/customer-reviews/R6EQFYLGW9XC8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 1, 2020",Just what I need to do projects with my Autism grandson,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R6EQFYLGW9XC8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Pets Galore,https://www.amazon.com/gp/profile/amzn1.account.AH2VWT5A5I5HYGUJUUAJCOQD335A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works well,https://www.amazon.com/gp/customer-reviews/R3LAXA9LR99GEZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 16, 2020",Works better than glue on many things.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3LAXA9LR99GEZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Helen111,https://www.amazon.com/gp/profile/amzn1.account.AFXEAVLNOZINISZZ5J2GHUSW5ZAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,This is a great product!,https://www.amazon.com/gp/customer-reviews/R2J9QF2MKXPCVC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 1, 2020",This is a great product! This is super nice and it worked perfectly. I would very much recommend this to others.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2J9QF2MKXPCVC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Christina Nidy,https://www.amazon.com/gp/profile/amzn1.account.AFKLWMVFTWDZ5OQQBPSFY2BXMZ5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Perfect size perfect price.,https://www.amazon.com/gp/customer-reviews/RO1SN72CBVP1Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 8, 2020",Perfect size for small spaces. The price is unbelievable!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RO1SN72CBVP1Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
ivo,https://www.amazon.com/gp/profile/amzn1.account.AFUDL32TMTYZPEZ65TSJYUSBRCBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good stuff,https://www.amazon.com/gp/customer-reviews/R17UTCX8JYTKAU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 26, 2020","For the money, does its job more than satisfactory.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R17UTCX8JYTKAU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Lawanda Gary,https://www.amazon.com/gp/profile/amzn1.account.AEJMQ5XXXQLBFAGF3K3QLWQIT5CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works great,https://www.amazon.com/gp/customer-reviews/R3056POY76YCBH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 30, 2020",Works great and a good price !,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3056POY76YCBH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
The Cubicle Escapee,https://www.amazon.com/gp/profile/amzn1.account.AF4GVEALGO5X7BGNNTTBMG7NTKHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,perfect for my needs,https://www.amazon.com/gp/customer-reviews/R3MEKTG3CPFQM6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 27, 2020",I needed it for a quick project and wanted something cheap and compact. Was perfect for my project.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3MEKTG3CPFQM6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Tulasikandula,https://www.amazon.com/gp/profile/amzn1.account.AHIAXSESQY6M57RRTVXZWZU5FJJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Not worth!,https://www.amazon.com/gp/customer-reviews/RM8R43F97OSU4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 7, 2021","I had so much hope on it by seeing all the great reviews. but unfortunately it did not work me as i expected. very disappointed. I tried to attched my broken plastic leg of small desk, so it didn't stick ti it and the glue was dried up and peeled off right away. I don't recommend.",2.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RM8R43F97OSU4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Kalisha,https://www.amazon.com/gp/profile/amzn1.account.AEYFSUKIL3D3UTRNC3JSBILKBVGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Worth it,https://www.amazon.com/gp/customer-reviews/R2ZRYZC8BSU3GS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 29, 2020",You’ll get value for your money with this glue gun.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2ZRYZC8BSU3GS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
jeanette,https://www.amazon.com/gp/profile/amzn1.account.AHDREQLL3OHJZC5GNREAPNY5Y6BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Fun with the glue gun!,https://www.amazon.com/gp/customer-reviews/R2CRY3AFGSQJDY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 18, 2019",worked great for making a flower headpiece. I didn’t want to pay $30 for a store bought. Got flowers from a dollar store and this glue gun. Total was $6 and it was more fun!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2CRY3AFGSQJDY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
A. I. MORRIS,https://www.amazon.com/gp/profile/amzn1.account.AEJTPEI4UEHGS4TLBVYBECOREZ2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Ok,https://www.amazon.com/gp/customer-reviews/R3O91LWDG8KBFK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 19, 2020",Not real hot,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3O91LWDG8KBFK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Dan Sroka,https://www.amazon.com/gp/profile/amzn1.account.AHOP2L2TCLPYSDZGGNHE35KT3FJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It works,https://www.amazon.com/gp/customer-reviews/R6BWR2PZLRLDN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 17, 2020",It works,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R6BWR2PZLRLDN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
owanda,https://www.amazon.com/gp/profile/amzn1.account.AF56DTR4JZ7M624ULVSM2Q7TGVBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Para mi esta bien,https://www.amazon.com/gp/customer-reviews/R2UTANSO7UL9GB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 3, 2020",Excelente pequeña practica de calidad lo unico es que las barra de silicon son muy pequeña y se acaban rapido usar para trabajo pequeños,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2UTANSO7UL9GB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Roy D.,https://www.amazon.com/gp/profile/amzn1.account.AGJPJFSC6RRHO74A7C57EODPQJ2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,whoopie,https://www.amazon.com/gp/customer-reviews/R1I9EPY7YK8PUZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 4, 2019",could have bought the same thing at walmart,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1I9EPY7YK8PUZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Layla McCulloch,https://www.amazon.com/gp/profile/amzn1.account.AHXSH25CGRZ5S3RRI6RF3DZV4E2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great buy,https://www.amazon.com/gp/customer-reviews/R2CZX9K0I3PU01/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 14, 2021",Great buy,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2CZX9K0I3PU01/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Cmiller,https://www.amazon.com/gp/profile/amzn1.account.AGBDIETHHOVWTNEN6DATEBOWZVYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Not really worth ir,https://www.amazon.com/gp/customer-reviews/R21MSGRWPWS77X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 9, 2020",This hot glue gun is very cheaply made. It’s awkward to use and chord is short . Stays hot very long after . The glue sticks are cheap too and just not the best,3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R21MSGRWPWS77X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Steven Jones,https://www.amazon.com/gp/profile/amzn1.account.AHOV43IF7V5I5DUTVYQGPNVYWCVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Not a fan,https://www.amazon.com/gp/customer-reviews/R3N442FM97R7O3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 16, 2019","I brought 5 of these to use in the class. Within 2 class sessions They started breaking (not heating). However, I had no problems returning them and getting a refund.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3N442FM97R7O3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amber Medina,https://www.amazon.com/gp/profile/amzn1.account.AESFKLK6HBAXQQ3IRXEF4B7GRUNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It works,https://www.amazon.com/gp/customer-reviews/R16WRLGFPIGOE5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 19, 2020",It works good but only for small projects.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R16WRLGFPIGOE5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Brie M.,https://www.amazon.com/gp/profile/amzn1.account.AGE4RXJQH63XH5G64IDBT6Z4KMIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Happy with my purchase,https://www.amazon.com/gp/customer-reviews/R1L9KR7MPO5GIW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 1, 2019",So glad I found one for a good price. I had one before until my sister's dog got a hold of it. It functions the same and I'm happy for this replacement.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1L9KR7MPO5GIW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Raven jakee,https://www.amazon.com/gp/profile/amzn1.account.AG724PFZAOKEAGJ2Z23UUQMRVRCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Easy to use,https://www.amazon.com/gp/customer-reviews/R1C4FDEC78N029/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 22, 2018",Easy to use and beginner friendly also come with instructions that are easy to follow if you are new to use glue gun,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1C4FDEC78N029/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
sb,https://www.amazon.com/gp/profile/amzn1.account.AFTZKJTJITDTKFKMOA6UG6AZ6PNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Nice little glue gun,https://www.amazon.com/gp/customer-reviews/R3AKXTKUTKY26L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 8, 2019",Nice little glue gun. I have only used it once to glue little charms and jewels with my daughter on about 60 hair bows. Worked great and the little glue sticks lasted quite well for being so small. I would definitely recommend this little glue gun.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3AKXTKUTKY26L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Ed255,https://www.amazon.com/gp/profile/amzn1.account.AHKINS3W4C3NRVRFTLFSM6S5BLSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Quality,https://www.amazon.com/gp/customer-reviews/R1DSVAXJ0VNOO0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 24, 2020",Good quality hot glue gun.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1DSVAXJ0VNOO0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
TeeKay,https://www.amazon.com/gp/profile/amzn1.account.AG5ZCNISZLGUTHMX6JSLU2YQGF2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great!,https://www.amazon.com/gp/customer-reviews/R27U9X5I5QGH0Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 18, 2020",This works great. My daughter and I used it for so many arts and crafts projects. I highly recommend.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R27U9X5I5QGH0Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Diane Arrington,https://www.amazon.com/gp/profile/amzn1.account.AERXKEWGFM2J3B3EJVPSJRUIV3LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Easy.,https://www.amazon.com/gp/customer-reviews/R10OO1VVJKPDT3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 27, 2019",Haven't used it.,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R10OO1VVJKPDT3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Elizabeth Edwards,https://www.amazon.com/gp/profile/amzn1.account.AGZXACOBLQJGK77RG3ADQCTHLMKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Doesn’t hold up,https://www.amazon.com/gp/customer-reviews/RP7DI75ZBXJH8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 5, 2021",Maybe it’s the glue or the gun. Either way you’ll be disappointed,2.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RP7DI75ZBXJH8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Sephira,https://www.amazon.com/gp/profile/amzn1.account.AHLG3YWVM7B3XJ5XVYTBYFJW3MTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Gets the job done!,https://www.amazon.com/gp/customer-reviews/R11IYHQDWA8QYW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on July 16, 2019","I had a crafting project that needed lots of gluing and even though this glue gun may be small, it definitely gets the job done. No complaints. Especially considering the price, it did not feel cheaply made. Great deal!",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R11IYHQDWA8QYW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Rachel,https://www.amazon.com/gp/profile/amzn1.account.AGMWD6OJI4T5GJOH7M2XJH3KIARA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great buy!,https://www.amazon.com/gp/customer-reviews/R3NTAQXH9JT9Q5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 7, 2020",Great buy! Cheap and works great!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3NTAQXH9JT9Q5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
AZZAYA,https://www.amazon.com/gp/profile/amzn1.account.AESM6SANEM5CDLXRW33D7MHVOEMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,its good product. love it,https://www.amazon.com/gp/customer-reviews/R17UCCWNYETSII/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 20, 2018",its good product. love it. its not messy..love the fact that theres extra packs of sticks that comes with it...it does the job so buy it its worth it,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R17UCCWNYETSII/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
